volume,plate,leaf,gould_english,gould_latin,text_leaf,survey_tier,modern_sci,form,confidence,birdnet_sci,birdnet_common,ku_id,ku_sci,ku_english,decision,reason
II,55,228,Ash-coloured Tit,Parus cinereus,yes,exact,Parus cinereus,,high,Parus cinereus,Cinereous Tit,ku-gould:17164,Parus major,Great Tit,pinned,
II,56,232,Chinese Tit,Parus minor,yes,exact,Parus minor,,high,Parus minor,Japanese Tit,ku-gould:17160,Parus major,Great Tit,pinned,
II,57,236,Mountain-Tit,Parus monticolus,yes,exact,Parus monticolus,,high,Parus monticolus,Green-backed Tit,ku-gould:17156,Parus monticolus,Green-backed Tit,pinned,
II,58,240,Grey Tit,Parus dichrous,yes,probable,Lophophanes dichrous,,high,Lophophanes dichrous,Gray-crested Tit,ku-gould:17152,Lophophanes s dichrou,Grey Crested Tit,pinned,
II,59,244,Rufous-bellied Tit,Parus rubidiventris,yes,probable,Periparus rubidiventris,,high,Periparus rubidiventris,Rufous-vented Tit,ku-gould:17148,Periparus rubidiventris,Rufous-vented Tit,pinned,
II,60,248,Rufous-naped Tit,Parus rufonuchalis,yes,probable,Periparus rufonuchalis,,high,Periparus rufonuchalis,Rufous-naped Tit,ku-gould:17144,Periparus rufonuchalis,Rufous-naped Tit,pinned,
II,61,252,Black-crested Tit,Parus melanolophus,yes,form,Periparus ater,subspecies,low,Periparus ater,Coal Tit,ku-gould:17140,Periparus melanolophus,Spot-winged Ti,left out (form),the survey's form assignment; the Kansas catalogue reads Periparus melanolophus (Spot-winged Ti)
II,62,256,Yarkand Tit,Leptopoecile Sophiae,yes,exact,Leptopoecile sophiae,,high,Leptopoecile sophiae,White-browed Tit-Warbler,ku-gould:17136,Leptopoecile sophiae,White-browed Tit-warbler,pinned,
II,63,260,Exile Tit,Psaltria exilis,yes,not_in_birdnet,,,none,,,ku-gould:17132,Psaltria exilis,Pygmy Bushtit,left out (not in BirdNET),
II,64,264,Red-headed Tit,Psaltria erythrocephala,yes,form,Aegithalos concinnus,subspecies,medium,Aegithalos concinnus,Black-throated Tit,ku-gould:17128,Aegithalos concinnus,Black-throated Bushtit,left out (form),
II,65,268,Elegant Tit,Psaltria concinna,yes,probable,Aegithalos concinnus,,high,Aegithalos concinnus,Black-throated Tit,ku-gould:17124,Aegithalos concinnus,Black-throated Bushtit,pinned,
II,66,272,Afghan Tit,Psaltria leucogenys,yes,not_in_birdnet,,,none,,,ku-gould:17120,Aegithalos leucogenys,White-cheeked Bushtit,left out (not in BirdNET),
II,67,276,White-throated Tit,Acanthiparus niveogularis,yes,probable,Aegithalos niveogularis,,high,Aegithalos niveogularis,White-throated Tit,ku-gould:17116,Aegithalos niveogularis,White-throated Bushtit,pinned,
II,68,280,Chestnut-breasted Tit,Acanthiparus Jouschistos,yes,probable,Aegithalos iouschistos,,high,Aegithalos iouschistos,Black-browed Tit,ku-gould:17112,Aegithalos iouschistos,Rufous-fronted Bushtit,pinned,
II,69,284,Silvery-throated Tit,Mecistura glaucogularis,yes,probable,Aegithalos glaucogularis,,high,Aegithalos glaucogularis,Silver-throated Tit,ku-gould:17108,Aegithalos caudatus,Long-tailed Bushtit,pinned,
II,70,288,Chinese Penduline Tit,Aigithalus consobrinus,yes,probable,Remiz consobrinus,,high,Remiz consobrinus,Chinese Penduline-Tit,ku-gould:17104,Remiz consobrinus,Chinese Penduline Tit,pinned,
II,71,292,Flame-fronted Flower-pecker,Aigithalus flammiceps,yes,not_in_birdnet,,,none,,,ku-gould:17100,Cephalopyrus flammiceps,Fire-capped Tit,left out (not in BirdNET),
II,72,296,Philippine Oriole,Oriolus chinensis,yes,exact,Oriolus chinensis,,high,Oriolus chinensis,Black-naped Oriole,ku-gould:17096,Oriolus chinensis,Black-naped Oriole,pinned,
II,73,300,Broderip's Oriole,Oriolus Broderipi,yes,none,,,none,,,ku-gould:17092,Oriolus chinensis,Black-naped Oriole,left out (no modern name),
II,74,304,Maroon Oriole,Psaropholus Trailli,yes,probable,Oriolus traillii,,high,Oriolus traillii,Maroon Oriole,ku-gould:17088,Oriolus traillii,Maroon Oriole,pinned,
II,75,308,Red Oriole,Psaropholus ardens,yes,unsure,Oriolus traillii,subspecies,high,,,ku-gould:17084,Oriolus traillii,Maroon Oriole,left out,"form: Oriolus traillii ardens, the Taiwan Maroon Oriole (KU)"
III,1,12,Clouded Thrush,Turdus fuscatus,yes,probable,Turdus eunomus,,high,Turdus eunomus,Dusky Thrush,ku-gould:17065,Turdus fuscater,Great Thrush,pinned,
III,2,16,Red-throated Thrush,Turdus ruficollis,yes,exact,Turdus ruficollis,,high,Turdus ruficollis,Red-throated Thrush,ku-gould:17061,Turdus ruficollis,Red-throated Thrush,pinned,
III,3,20,Gould's Thrush,Turdus Gouldi,genus only,none,,,none,,,ku-gould:17057,Turdus rubrocanus,Chestnut Thrush,left out (no modern name),
III,4,24,Affghan Thrush,Merula unicolor,yes,probable,Turdus unicolor,,high,Turdus unicolor,Tickell's Thrush,ku-gould:17053,Turdus unicolor,Tickell's Thrush,pinned,
III,5,28,Chestnut-coloured Merula,Merula castanea,yes,form,Turdus rubrocanus,subspecies,medium,Turdus rubrocanus,Chestnut Thrush,ku-gould:17049,Turdus rubrocanus,Chestnut Thrush,left out (form),
III,6,32,White-collared Merula,Merula albocincta,yes,probable,Turdus albocinctus,,high,Turdus albocinctus,White-collared Blackbird,ku-gould:17045,Turdus albocinctus,White-collared Blackbird,pinned,
III,7,36,Grey-winged Merula,Merula Boulboul,yes,probable,Turdus boulboul,,high,Turdus boulboul,Gray-winged Blackbird,ku-gould:17041,Turdus boulboul,Grey-winged Blackbird,pinned,
III,8,40,Chestnut-bellied Rock-Thrush,Petrocincla erythrogastra,yes,probable,Monticola rufiventris,,high,Monticola rufiventris,Chestnut-bellied Rock-Thrush,ku-gould:17037,Monticola rufiventris,Chestnut-bellied Rock Thrush,pinned,
III,9,44,Crested Spizixos,Spizixos canifrons,yes,exact,Spizixos canifrons,,high,Spizixos canifrons,Crested Finchbill,ku-gould:17033,Spizixos canifrons,Crested Finchbill,pinned,
III,10,48,Chinese Spizixos,Spizixos semitorques,yes,exact,Spizixos semitorques,,high,Spizixos semitorques,Collared Finchbill,ku-gould:17029,Spizixos semitorques,Collared Finchbill,pinned,
III,11,52,Chinese Bulbul,Ixus sinensis,yes,probable,Pycnonotus sinensis,,high,Pycnonotus sinensis,Light-vented Bulbul,ku-gould:17025,Pycnonotus sinensis,Light-vented Bulbul,pinned,
III,12,56,Formosan Hypsipetes,Hypsipetes nigerrima,yes,form,Hypsipetes leucocephalus,subspecies,medium,Hypsipetes leucocephalus,Black Bulbul,ku-gould:17021,Hypsipetes madagascariensis,Malagasy Bulbul,left out (form),
III,13,60,Javanese Phyllornis,Phyllornis Javensis,yes,none,,,none,,,ku-gould:17017,Chloropsis sonnerati,Greater Green Leafbird,left out (no modern name),
III,14,64,Hardwick's Phyllornis,Phyllornis Hardwicki,yes,probable,Chloropsis hardwickii,,high,Chloropsis hardwickii,Orange-bellied Leafbird,ku-gould:17013,Chloropsis hardwickii,Orange-bellied Leafbird,pinned,
III,15,68,Hodgson's Phyllornis,Phyllornis Hodgsoni,yes,none,,,none,,,ku-gould:17009,Chloropsis hardwickii,Orange-bellied Leafbird,left out (no modern name),
III,16,72,Malabar Phyllornis,Phyllornis Malabaricus,yes,unsure,Chloropsis aurifrons,subspecies,judged,,,ku-gould:17005,Chloropsis aurifrons,Golden-fronted Leafbird,left out,form of the Golden-fronted Leafbird (KU)
III,17,76,Jerdon's Phyllornis,Phyllornis Jerdoni,yes,probable,Chloropsis jerdoni,,high,Chloropsis jerdoni,Jerdon's Leafbird,ku-gould:17001,Chloropsis cochinchinensis,Blue-winged Leafbird,pinned,
III,18,80,All-green Phyllornis,Phyllornis cyanopogon,yes,probable,Chloropsis cyanopogon,,high,Chloropsis cyanopogon,Lesser Green Leafbird,ku-gould:16997,Chloropsis cyanopogon,Lesser Green Leafbird,pinned,
III,19,84,Malayan Fairy Bluebird,Irena cyanea,yes,none,,,none,,,ku-gould:16993,Irena puella,Asian Fairy-bluebird,left out (no modern name),
III,20,88,Bornean Fairy Bluebird,Irena criniger,yes,none,,,none,,,ku-gould:16989,Irena puella,Asian Fairy-bluebird,left out (no modern name),
III,21,92,Indian Fairy Bluebird,Irena puella,yes,exact,Irena puella,,high,Irena puella,Asian Fairy-bluebird,ku-gould:16985,Irena puella,Asian Fairy-bluebird,pinned,
III,22,96,Blue-mantled Fairy Bluebird,Irena cyanogastra,yes,exact,Irena cyanogastra,,high,Irena cyanogastra,Philippine Fairy-bluebird,ku-gould:16981,Irena cyanogaster,Irena cyanogaster,pinned,
III,23,100,Black-mantled Fairy Bluebird,Irena melanochlamys,yes,none,,,none,,,ku-gould:16977,Irena cyanogaster,Irena cyanogaster,left out (no modern name),
III,24,104,Dial Bird,Copsychus saularis,yes,exact,Copsychus saularis,,high,Copsychus saularis,Oriental Magpie-Robin,ku-gould:16973,Copsychus saularis,Oriental Magpie-Robin,pinned,
III,25,108,Malaccan Dial Bird,Copsychus Mindanensis,yes,exact,Copsychus mindanensis,,high,Copsychus mindanensis,Philippine Magpie-Robin,ku-gould:16969,Copsychus saularis,Oriental Magpie-Robin,pinned,
III,26,112,Chestnut-bellied Dial Bird,Copsychus suavis,yes,form,Copsychus malabaricus,subspecies,medium,Copsychus malabaricus,White-rumped Shama,ku-gould:16965,Copsychus malabaricus,White-rumped Shama,left out (form),
III,27,116,Bligh's Whistling Thrush,Myiophoneus Blighi,yes,not_in_birdnet,,,none,,,ku-gould:16961,Myiophonus blighi,Myiophonus blighi,left out (not in BirdNET),
III,28,120,Formosan Whistling Thrush,Myiophoneus insularis,yes,probable,Myophonus insularis,,high,Myophonus insularis,Taiwan Whistling-Thrush,ku-gould:16957,Myiophonus insularis,Myiophonus insularis,pinned,
III,29,124,White-bellied Callene,Callene albiventris,yes,probable,Sholicola albiventris,,high,Sholicola albiventris,White-bellied Sholakili,ku-gould:16953,Brachypteryx major,White-bellied Shortwing,pinned,
III,30,128,Slender-billed Chat-Thrush,Leioptila annectens,yes,exact,Leioptila annectens,,high,Leioptila annectens,Rufous-backed Sibia,ku-gould:16949,Heterophasia annectens,Rufous-backed Sibia,pinned,
III,31,132,Himalayan Conostoma,Conostoma emodium,yes,probable,Conostoma aemodium,,high,Conostoma aemodium,Great Parrotbill,ku-gould:16945,Conostoma oemodium,Great Parrotbill,pinned,
III,32,136,Black-and-white Sibia,Sibia melanoleuca,yes,probable,Heterophasia melanoleuca,,high,Heterophasia melanoleuca,Black-backed Sibia,ku-gould:16941,Heterophasia melanoleuca,Dark-backed Sibia,pinned,
III,33,140,Red-kneed Pomatorhinus,Pomatorhinus erythrocnemis,yes,probable,Erythrogenys erythrocnemis,,high,Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler,ku-gould:16937,Pomatorhinus erythrocnemis,Spot-breasted Scimitar Babbler,pinned,
III,34,144,Scimitar-bill,Xiphoramphus superciliaris,yes,probable,Pomatorhinus superciliaris,,high,Pomatorhinus superciliaris,Slender-billed Scimitar-Babbler,ku-gould:16933,Xiphirhynchus superciliaris,Slender-billed Scimitar Babbler,pinned,
III,35,148,Crimson-winged Trochalopteron,Trochalopteron phoeniceum,genus only,not_in_birdnet,,,none,,,ku-gould:16929,Liocichla phoenicea,Red-faced Liocichla,left out (not in BirdNET),
III,36,152,Beautiful Trochalopteron,Trochalopteron formosum,yes,not_in_birdnet,,,none,,,ku-gould:16925,Garrulax formosus,Red-winged Laughingthrush,left out (not in BirdNET),
III,37,156,Allied Thrush,Trochalopteron affine,genus only,exact,Trochalopteron affine,,high,Trochalopteron affine,Black-faced Laughingthrush,ku-gould:16921,Garrulax affinis,Black-faced Laughingthrush,pinned,
III,38,160,Variegated Thrush,Trochalopteron variegatum,yes,exact,Trochalopteron variegatum,,high,Trochalopteron variegatum,Variegated Laughingthrush,ku-gould:16917,Garrulax erythrocephalus,Chestnut-crowned Laughingthrush,pinned,
III,39,164,Cinereous Trochalopteron,Trochalopteron cineraceum,yes,none,,,none,,,ku-gould:16913,Garrulax cineraceus,Moustached Laughingthrush,left out (no modern name),
III,40,168,White-eyebrowed Trochalopteron,Trochalopteron virgatum,yes,exact,Trochalopteron virgatum,,high,Trochalopteron virgatum,Striped Laughingthrush,ku-gould:16909,Garrulax virgatus,Striped Laughingthrush,pinned,
III,41,172,Blyth's Laughing Thrush,Trochalopteron Blythii,yes,none,,,none,,,ku-gould:16905,Garrulax affinis,Black-faced Laughingthrush,left out (no modern name),
III,42,176,Elliot's Trochalopteron,Trochalopteron Elliotii,yes,exact,Trochalopteron elliotii,,high,Trochalopteron elliotii,Elliot's Laughingthrush,ku-gould:16901,Garrulax elliotii,Elliot's Laughingthrush,pinned,
III,43,180,Tickell's Laughing Thrush,Trochalopteron melanostigma,yes,exact,Trochalopteron melanostigma,,high,Trochalopteron melanostigma,Silver-eared Laughingthrush,ku-gould:16897,Garrulax erythrocephalus,Chestnut-crowned Laughingthrush,pinned,
III,44,184,Ocellated Ianthocincla,Ianthocincla ocellata,yes,exact,Ianthocincla ocellata,,high,Ianthocincla ocellata,Spotted Laughingthrush,ku-gould:16893,Garrulax ocellatus,Spotted Laughingthrush,pinned,
III,45,188,Allied Ianthocincla,Ianthocincla Artemisiae,yes,none,,,none,,,ku-gould:16889,Garrulax ocellatus,Spotted Laughingthrush,left out (no modern name),
III,46,192,Lunulated Ianthocincla,Ianthocincla lunulata,yes,none,,,none,,,ku-gould:16885,Garrulax lunulatus,Barred Laughingthrush,left out (no modern name),
III,47,196,Austen's Ianthocincla,Ianthocincla Austeni,yes,none,,,none,,,ku-gould:16881,Garrulax austeni,Brown-capped Laughingthrush,left out (no modern name),
III,48,200,Delessert's Garrulax,Garrulax Delesserti,yes,probable,Pterorhinus delesserti,,high,Pterorhinus delesserti,Wayanad Laughingthrush,ku-gould:16877,Garrulax delesserti,Wynaad Laughingthrush,pinned,
III,49,204,Yellow-throated Garrulax,Garrulax gularis,yes,not_in_birdnet,,,none,,,ku-gould:16873,Garrulax gularis,Rufous-vented Laughingthrush,left out (not in BirdNET),
III,50,208,Red-crowned Garrulax,Garrulax ruficeps,yes,not_in_birdnet,,,none,,,ku-gould:16869,Garrulax albogularis,White-throated Laughingthrush,left out (not in BirdNET),
III,51,212,Black-and-yellow-billed Garrulax,Garrulax poecilorhyncha,yes,probable,Pterorhinus poecilorhynchus,,high,Pterorhinus poecilorhynchus,Rusty Laughingthrush,ku-gould:16865,Garrulax caerulatus,Grey-sided Laughingthrush,pinned,
III,52,216,Black-chinned Garrulax,Garrulax galbanus,yes,not_in_birdnet,,,none,,,ku-gould:16861,Garrulax galbanus,Yellow-throated Laughingthrush,left out (not in BirdNET),
III,53,220,Grey-banded Laughing Thrush,Garrulax picticollis,yes,unsure,Pterorhinus pectoralis,subspecies,high,,,ku-gould:16857,Garrulax pectoralis,"Greater Necklaced Laughing Thrush, Greater Necklaced Laughingthrush",left out,"form: Garrulax pectoralis picticollis (KU), not the Lesser Necklaced"
III,54,224,Chinese Garrulax,Garrulax chinensis,yes,probable,Pterorhinus chinensis,,high,Pterorhinus chinensis,Black-throated Laughingthrush,ku-gould:16853,Garrulax chinensis,Black-throated Laughingthrush,pinned,
III,55,228,Pere David's Pterorhinus,Pterorhinus Davidi,yes,exact,Pterorhinus davidi,,high,Pterorhinus davidi,Pere David's Laughingthrush,ku-gould:16849,Garrulax davidi,Plain Laughingthrush,pinned,
III,56,232,Egerton's Actinodura,Actinodura Egertoni,yes,exact,Actinodura egertoni,,high,Actinodura egertoni,Rusty-fronted Barwing,ku-gould:16845,Actinodura egertoni,Rusty-fronted Barwing,pinned,
III,57,236,Nepalese Actinodura,Actinodura Nipalensis,yes,exact,Actinodura nipalensis,,high,Actinodura nipalensis,Hoary-throated Barwing,ku-gould:16841,Actinodura nipalensis,Hoary-throated Barwing,pinned,
III,58,240,Walden's Actinodura,Actinodura Waldeni,yes,exact,Actinodura waldeni,,high,Actinodura waldeni,Streak-throated Barwing,ku-gould:16837,Actinodura waldeni,Streak-throated Barwing,pinned,
III,59,244,Ramsay's Bee-wing,Actinodura Ramsayi,yes,exact,Actinodura ramsayi,,high,Actinodura ramsayi,Spectacled Barwing,ku-gould:16833,Actinodura ramsayi,Spectacled Barwing,pinned,
III,60,248,Long-billed Wren,Rimator malacoptilus,yes,probable,Napothera malacoptila,,high,Napothera malacoptila,Long-billed Wren-Babbler,ku-gould:16829,Rimator malacoptilus,Long-billed Wren-Babbler,pinned,
III,61,252,Stellated Shortwing,Drymochares stellatus,yes,not_in_birdnet,,,none,,,ku-gould:16825,Brachypteryx stellata,Gould's Shortwing,left out (not in BirdNET),
III,62,256,Roberts's Pygmy Babbler,Turdinulus Roberti,yes,none,,,none,,,ku-gould:16821,Napothera epilepidota,Eyebrowed Wren-Babbler,left out (no modern name),
III,63,260,Short-tailed Turdinus,Turdinus brevicaudatus,yes,not_in_birdnet,,,none,,,ku-gould:16817,Napothera brevicaudata,Streaked Wren-Babbler,left out (not in BirdNET),
III,64,264,White-naped Yuhina,Yuhina diademata,yes,not_in_birdnet,,,none,,,ku-gould:16813,Yuhina diademata,White-collared Yuhina,left out (not in BirdNET),
III,65,268,Marsh Pellorneum,Pellorneum palustre,yes,exact,Pellorneum palustre,,high,Pellorneum palustre,Marsh Babbler,ku-gould:16809,Pellorneum palustre,Marsh Babbler,pinned,
III,66,272,Brown Alcippe,Alcippe brunnea,yes,probable,Schoeniparus brunneus,,high,Schoeniparus brunneus,Dusky Fulvetta,ku-gould:16805,Alcippe brunnea,Dusky Fulvetta,pinned,
III,67,276,Nepaul Cutia,Cutia Nipalensis,yes,exact,Cutia nipalensis,,high,Cutia nipalensis,Himalayan Cutia,ku-gould:16801,Cutia nipalensis,Cutia nipalensis,pinned,
III,68,280,Anderson's Suthora,Suthora brunnea,yes,none,,,none,,,ku-gould:16797,Paradoxornis webbianus,Vinous-throated Parrotbill,left out (no modern name),
III,69,284,Munipur Suthora,Suthora munipurensis,yes,none,,,none,,,ku-gould:16793,Paradoxornis nipalensis,Black-throated Parrotbill,left out (no modern name),
III,70,288,White-faced Suthora,Suthora Nipalensis,yes,exact,Suthora nipalensis,,high,Suthora nipalensis,Black-throated Parrotbill,ku-gould:16789,Paradoxornis nipalensis,Black-throated Parrotbill,pinned,
III,71,292,Fulvous-fronted Suthora,Suthora fulvifrons,genus only,none,,,none,,,ku-gould:16785,Paradoxornis fulvifrons,Fulvous Parrotbil,left out (no modern name),
III,72,296,Webb's Suthora,Suthora Webbiana,yes,probable,Sinosuthora webbiana,,high,Sinosuthora webbiana,Vinous-throated Parrotbill,ku-gould:16781,Paradoxornis webbianus,Vinous-throated Parrotbill,pinned,
III,73,300,Austen's Paradoxornis,Paradoxornis Austeni,yes,none,,,none,,,ku-gould:16777,Paradoxornis guttaticollis,Spot-breasted Parrotbill,left out (no modern name),
III,74,304,Pere Heude's Paradoxornis,Paradoxornis Heudei,yes,none,,,none,,,ku-gould:16773,Paradoxornis heudei,Reed Parrotbil,left out (no modern name),
III,75,308,Paradoxornis,Paradoxornis flavirostris,yes,exact,Paradoxornis flavirostris,,high,Paradoxornis flavirostris,Black-breasted Parrotbill,ku-gould:16769,Paradoxornis flavirostris,Black-breasted Parrotbill,pinned,
III,76,312,Long-tailed Paradoxornis,Paradoxornis unicolor,yes,probable,Cholornis unicolor,,high,Cholornis unicolor,Brown Parrotbill,ku-gould:16765,Paradoxornis unicolor,Brown Parrotbill,pinned,
III,77,316,Grey-crowned Paradoxornis,Paradoxornis gularis,yes,probable,Psittiparus gularis,,high,Psittiparus gularis,Gray-headed Parrotbill,ku-gould:16761,Paradoxornis gularis,Grey-headed Parrotbill,pinned,
III,78,320,Red-headed Paradoxornis,Paradoxornis ruficeps,yes,not_in_birdnet,,,none,,,ku-gould:16757,Paradoxornis ruficeps,Greater Rufous-headed Parrotbil,left out (not in BirdNET),
IV,1,12,Blue-bellied Tesia,Tesia cyaneiventer,yes,probable,Tesia cyaniventer,,high,Tesia cyaniventer,Gray-bellied Tesia,ku-gould:16736,Tesia cyaniventer,Grey-bellied Tesia,pinned,
IV,2,16,Chestnut-crowned Tesia,Tesia castaneo-coronata,genus only,probable,Cettia castaneocoronata,,high,Cettia castaneocoronata,Chestnut-headed Tesia,ku-gould:16732,Tesia castaneocoronata,Tesia castaneocoronata,pinned,
IV,3,20,Chinese Rhopophilus,Rhopophilus pekinensis,yes,exact,Rhopophilus pekinensis,,high,Rhopophilus pekinensis,Beijing Babbler,ku-gould:16728,Rhopophilus pekinensis,Chinese Hill Warbler,pinned,
IV,4,24,Little Suya,Suya lepida,yes,none,,,none,,,ku-gould:16724,Prinia gracilis,Graceful Prinia,left out (no modern name),
IV,5,28,White-throated Dumetia,Dumetia albogularis,yes,none,,,none,,,ku-gould:16720,Dumetia hyperythra,Tawny-bellied Babbler,left out (no modern name),
IV,6,32,Buff-throated Dumetia,Dumetia hyperythra,genus only,exact,Dumetia hyperythra,,high,Dumetia hyperythra,Tawny-bellied Babbler,ku-gould:16716,Dumetia hyperythra,Tawny-bellied Babbler,pinned,
IV,7,36,Tailor-bird,Orthotomus longicaudus,yes,probable,Orthotomus sutorius,,high,Orthotomus sutorius,Common Tailorbird,ku-gould:16712,Orthotomus sutorius,Common Tailorbird,pinned,
IV,8,40,Grey-headed Staphida,Staphida torqueola,yes,exact,Staphida torqueola,,high,Staphida torqueola,Indochinese Yuhina,ku-gould:16708,Yuhina castaniceps,Striated Yuhina,pinned,
IV,9,44,Red-eyed Stachyris,Stachyris pyrrhops,yes,probable,Cyanoderma pyrrhops,,high,Cyanoderma pyrrhops,Black-chinned Babbler,ku-gould:16704,Stachyris pyrrhops,Black-chinned Babbler,pinned,
IV,10,48,Red-headed Stachyris,Stachyris ruficeps,yes,probable,Cyanoderma ruficeps,,high,Cyanoderma ruficeps,Rufous-capped Babbler,ku-gould:16700,Stachyris ruficeps,Rufous-capped Babbler,pinned,
IV,11,52,Chestnut-headed Ixulus,Ixulus castaneiceps,yes,none,,,none,,,ku-gould:16696,Yuhina castaniceps,Striated Yuhina,left out (no modern name),
IV,12,56,Thick-billed Ixulus,Ixulus occipitalis,yes,none,,,none,,,ku-gould:16692,Yuhina bakeri,White-naped Yuhina,left out (no modern name),
IV,13,60,Crested Ixulus,Ixulus flavicollis,yes,probable,Yuhina flavicollis,,high,Yuhina flavicollis,Whiskered Yuhina,ku-gould:16688,Yuhina flavicollis,Whiskered Yuhina,pinned,
IV,14,64,Rusty-naped Yuhina,Yuhina occipitalis,yes,exact,Yuhina occipitalis,,high,Yuhina occipitalis,Rufous-vented Yuhina,ku-gould:16684,Yuhina occipitalis,Rufous-vented Yuhina,pinned,
IV,15,68,Fork-tailed Leiothrix,Leiothrix luteus,yes,probable,Leiothrix lutea,,high,Leiothrix lutea,Red-billed Leiothrix,ku-gould:16680,Leiothrix lutea,Red-billed Leiothrix,pinned,
IV,16,72,Silver-eared Leiothrix,Leiothrix argentauris,yes,exact,Leiothrix argentauris,,high,Leiothrix argentauris,Silver-eared Mesia,ku-gould:16676,Leiothrix argentauris,Silver-eared Leiothrix,pinned,
IV,17,76,Laurin's Leiothrix?,Leiothrix laurinae,yes,none,,,none,,,ku-gould:16672,Leiothrix argentauris,Silver-eared Leiothrix,left out (no modern name),
IV,18,80,Striped-throated Siva,Siva strigula,yes,probable,Actinodura strigula,,high,Actinodura strigula,Chestnut-tailed Minla,ku-gould:16668,Minla strigula,Chestnut-tailed Minla,pinned,
IV,19,84,Blue-winged Siva,Siva cyanouroptera,yes,probable,Actinodura cyanouroptera,,high,Actinodura cyanouroptera,Blue-winged Minla,ku-gould:16664,Minla cyanouroptera,Blue-winged Minla,pinned,
IV,20,88,Red-tailed Myzornis,Myzornis pyrrhoura,yes,not_in_birdnet,,,none,,,ku-gould:16660,Myzornis pyrrhoura,Fire-tailed Myzornis,left out (not in BirdNET),
IV,21,92,Asiatic Water-Ouzel,Cinclus Asiaticus,yes,form,Cinclus pallasii,subspecies,medium,Cinclus pallasii,Brown Dipper,ku-gould:16656,Cinclus pallasii,Brown Dipper,left out (form),
IV,22,96,Pallas's Water-Ouzel,Cinclus Pallasi,yes,probable,Cinclus pallasii,,high,Cinclus pallasii,Brown Dipper,ku-gould:16652,Cinclus pallasii,Brown Dipper,pinned,
IV,23,100,Sombre-coloured Water-Ouzel,Cinclus sordidus,yes,none,,,none,,,ku-gould:16648,Cinclus pallasii,Brown Dipper,left out (no modern name),
IV,24,104,White-bellied Water-Ouzel,Cinclus leucogaster,yes,form,Cinclus cinclus,subspecies,medium,Cinclus cinclus,White-throated Dipper,ku-gould:16644,Cinclus cinclus,White-throated Dipper,left out (form),
IV,25,108,Cashmerian Water-Ouzel,Cinclus Cashmeriensis,yes,form,Cinclus cinclus,subspecies,medium,Cinclus cinclus,White-throated Dipper,ku-gould:16640,Cinclus cinclus,White-throated Dipper,left out (form),
IV,26,112,Pied Stone-Chat,Dromolea picata,yes,not_in_birdnet,,,none,,,ku-gould:16636,Oenanthe picata,Variable Wheatear,left out (not in BirdNET),
IV,27,116,White-tailed Stone-Chat,Dromolea opistholeuca,yes,none,,,none,,,ku-gould:16632,Oenanthe picata,Variable Wheatear,left out (no modern name),
IV,28,120,Grey-capped Stone-Chat,Saxicola capistrata,yes,form,Oenanthe picata,subspecies,medium,,,ku-gould:16628,Oenanthe picata,Variable Wheatear,left out (form),"Saxicola capistrata Gould is Oenanthe picata capistrata, a form of the Variable Wheatear (KU); the survey read Pied Wheatear"
IV,29,124,Black-and-White Stone-Chat,Saxicola leucomela,genus only,probable,Oenanthe pleschanka,,high,Oenanthe pleschanka,Pied Wheatear,ku-gould:16624,Oenanthe pleschanka,Pied Wheatear,pinned,
IV,30,128,Mountain Stone-Chat,Saxicola montana,yes,none,,,none,,,ku-gould:16620,Oenanthe deserti,Desert Wheatear,left out (no modern name),
IV,31,132,Black-throated Stone-Chat,Saxicola atrogularis,yes,form,Oenanthe deserti,subspecies,medium,Oenanthe deserti,Desert Wheatear,ku-gould:16616,Oenanthe deserti,Desert Wheatear,left out (form),"Saxicola atrogularis Blyth is Oenanthe deserti atrogularis, a form of the Desert Wheatear (KU); the survey read Black-eared Wheatear"
IV,32,136,Black-and-White Bush-Chat,Rhodophila melanoleuca,yes,probable,Saxicola jerdoni,,high,,,ku-gould:16612,Saxicola jerdoni,Jerdon's Bush Chat,left out,"Rhodophila melanoleuca is Jerdon's Bushchat (KU), not in BirdNET; not the Pied Bushchat"
IV,33,140,White-tailed Bush-Chat,Pratincola leucura,yes,not_in_birdnet,,,none,,,ku-gould:16608,Saxicola leucura,Saxicola leucura,left out (not in BirdNET),
IV,34,144,Indian Furze-Chat,Pratincola Indica,yes,none,,,none,,,ku-gould:16604,Saxicola torquatus,Saxicola torquatus,left out (no modern name),
IV,35,148,Celestial Grandala,Grandala coelicolor,yes,not_in_birdnet,,,none,,,ku-gould:16600,Grandala coelicolor,Grandala,left out (not in BirdNET),
IV,36,152,Great White-capped Redstart,Ruticilla erythrogastra,yes,probable,Phoenicurus leucocephalus,,high,Phoenicurus leucocephalus,White-capped Redstart,ku-gould:16596,Chaimarrornis leucocephalus,White-capped Redstart,pinned,
IV,37,156,Coal-black Redstart,Ruticilla erythroprocta,yes,not_in_birdnet,,,none,,,ku-gould:16592,Phoenicurus ochruros,Black Redstart,left out (not in BirdNET),
IV,38,160,Siberian Ruby-throat,Calliope camtschatkensis,yes,probable,Calliope calliope,,high,Calliope calliope,Siberian Rubythroat,ku-gould:16588,Luscinia calliope,Siberian Rubythroat,pinned,
